Permutation Chi-Sq km10__FREE km11__FREE km12__FREE km13__FREE km14__FREE km15__FREE km16__FREE km17__FREE km18__FREE km19__FREE km1__FREE km20__FREE km21__FREE km22__FREE km23__FREE km24__FREE km2__FREE km3__FREE km9__FREE kp10__FREE kp11__FREE kp12__FREE kp13__FREE kp14__FREE kp15__FREE kp17__FREE kp18__FREE kp19__FREE kp1__FREE kp20__FREE kp21__FREE kp22__FREE kp23__FREE kp24__FREE kp2__FREE kp3__FREE kp9__FREE
gen1751perm75 0.2234968348130346 7.48109686e-02 1.26494351e-02 1.70734175e-03 8.39182399e-04 2.92766075e-01 7.78513974e+00 3.72219167e-03 1.05930040e-01 3.49932641e-03 1.50426031e-01 7.00650457e-02 3.11107442e-02 1.18572474e+00 3.41063245e-03 2.20485767e-02 1.03755551e-01 1.07051431e-01 1.17098089e+00 1.18552451e+01 1.68459098e-06 3.34406097e-06 1.96520832e-08 3.32049806e-05 5.28312558e-01 9.69576954e-08 3.42714229e-07 7.65411349e-07 2.97171509e-07 2.52817812e-05 2.94319099e-08 2.60792074e-08 2.81402437e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 4.05016414e-07
gen1751perm71 0.2239184683663645 7.54224238e-02 1.30122027e-02 1.70523499e-03 7.05492562e-04 3.07158954e-01 7.84699558e+00 3.59399124e-03 1.12657884e-01 3.49932641e-03 1.51423835e-01 8.77499144e-02 2.75224482e-02 1.12359361e+00 3.23089062e-03 2.18336780e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.21842747e+01 1.65857869e-06 3.31037983e-06 1.81035215e-08 3.25325132e-05 5.28312558e-01 1.11290917e-07 3.65952797e-07 6.92681267e-07 3.22356912e-07 2.19776048e-05 3.15253702e-08 2.73508493e-08 2.61682402e-06 5.31395197e-07 6.77127872e-05 5.98383675e-06 1.46105858e-01 3.97976992e-07
gen1751perm69 0.2241849666652509 7.51937812e-02 1.15709771e-02 1.56411161e-03 8.34260355e-04 2.93600716e-01 7.75185754e+00 3.59399124e-03 1.11062754e-01 3.47916549e-03 1.56575777e-01 9.11532288e-02 2.99742782e-02 1.36354053e+00 3.44893595e-03 2.30850033e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.14470723e+01 1.68009516e-06 3.30965310e-06 1.96868318e-08 3.29777699e-05 5.28312558e-01 1.07472850e-07 3.65952797e-07 7.40532291e-07 2.94352679e-07 1.93059506e-05 2.54347646e-08 3.07912464e-08 2.59403163e-06 5.24253277e-07 6.73582974e-05 6.01677130e-06 1.46105858e-01 4.28156048e-07
gen1751perm93 0.2242439309527717 7.54224238e-02 1.25517245e-02 2.12270173e-03 7.76000953e-04 2.85561983e-01 7.08040377e+00 3.59399124e-03 1.08348615e-01 5.33597263e-03 1.50426031e-01 7.44459029e-02 2.75224482e-02 1.48330137e+00 3.14574614e-03 2.27040959e-02 1.06880984e-01 1.12406075e-01 1.17098089e+00 1.18823905e+01 1.49667912e-06 3.35508268e-06 1.96868318e-08 3.25325132e-05 5.19755216e-01 1.07817826e-07 3.23448054e-07 6.92681267e-07 3.05718964e-07 2.52817812e-05 2.87411280e-08 2.49109436e-08 2.81402437e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.95955286e-07
gen1751perm131 0.2243076848960212 7.42535111e-02 1.19688452e-02 1.54127174e-03 8.06822781e-04 2.76173196e-01 7.84699558e+00 3.59399124e-03 1.04602249e-01 3.31157607e-03 1.54251692e-01 7.00726122e-02 2.72473099e-02 1.18572474e+00 2.68868322e-03 2.19879409e-02 1.06880984e-01 1.12406075e-01 1.17098089e+00 1.13765407e+01 1.67744936e-06 3.31037983e-06 1.72187455e-08 2.93629211e-05 5.28312558e-01 9.57394934e-08 3.24995643e-07 6.91915291e-07 3.12409319e-07 2.19776048e-05 3.40749718e-08 2.93470591e-08 2.51749484e-06 5.31395197e-07 6.60251229e-05 6.01677130e-06 1.46105858e-01 3.90445238e-07
gen1751perm130 0.2244416679684838 7.46830303e-02 1.15709771e-02 1.65594168e-03 6.36721306e-04 2.89409982e-01 8.08774575e+00 3.59399124e-03 1.11062754e-01 3.27508692e-03 1.56604275e-01 8.21300656e-02 2.71860833e-02 1.52115971e+00 3.44893595e-03 2.18762057e-02 1.04868319e-01 1.12406075e-01 1.17098089e+00 1.23116572e+01 1.72132008e-06 3.35508268e-06 1.96868318e-08 3.43560419e-05 5.28312558e-01 1.07472850e-07 3.65952797e-07 7.40532291e-07 2.94352679e-07 1.93059506e-05 2.88029074e-08 2.32318971e-08 2.64235561e-06 5.31395197e-07 6.77127872e-05 5.66012760e-06 1.46105858e-01 4.40835891e-07
gen1751perm50 0.2245654647174498 7.54224238e-02 1.28778604e-02 1.69515748e-03 8.27556543e-04 2.80807849e-01 8.03643453e+00 3.88923240e-03 1.10931273e-01 5.60017138e-03 1.53827300e-01 8.21300656e-02 3.10218942e-02 1.42060579e+00 3.33328663e-03 2.26390265e-02 1.03755551e-01 1.16405890e-01 1.10736075e+00 1.15036675e+01 1.57192725e-06 3.13422946e-06 2.21904050e-08 3.26533649e-05 5.34858147e-01 1.01366488e-07 3.55761833e-07 7.87636614e-07 3.11862845e-07 2.44399306e-05 2.66930254e-08 2.49109436e-08 2.34112088e-06 5.31395197e-07 6.77127872e-05 5.99038284e-06 1.38144393e-01 3.93840144e-07
gen1751perm137 0.2255570692857039 7.54224238e-02 1.29956986e-02 2.12270173e-03 7.77390190e-04 3.01833669e-01 7.41111393e+00 3.57516803e-03 1.03950169e-01 4.18181571e-03 1.50426031e-01 7.36306620e-02 2.84574121e-02 1.43321404e+00 3.33328663e-03 2.21852711e-02 1.03755551e-01 1.02516917e-01 1.17098089e+00 1.19606954e+01 1.81129758e-06 3.34658084e-06 2.08292969e-08 3.06288870e-05 5.28312558e-01 8.51065646e-08 3.55761833e-07 7.87636614e-07 2.83764011e-07 2.01194349e-05 2.79097931e-08 2.73241367e-08 2.72286647e-06 5.31395197e-07 6.77127872e-05 5.50740340e-06 1.46062182e-01 3.93840144e-07
gen1751perm122 0.2255933521215605 7.54224238e-02 1.23234769e-02 1.63551650e-03 8.76689134e-04 2.80807849e-01 7.74881804e+00 3.52725990e-03 1.09131502e-01 5.33597263e-03 1.47520626e-01 8.21300656e-02 2.75262986e-02 1.40826963e+00 3.45323297e-03 2.26684285e-02 1.03755551e-01 1.12234742e-01 1.17098089e+00 1.22060012e+01 1.77804978e-06 3.35508268e-06 2.13708964e-08 3.25325132e-05 5.28312558e-01 1.01366488e-07 3.65952797e-07 6.92681267e-07 3.11862845e-07 3.69155198e-05 3.15253702e-08 2.49109436e-08 2.42106504e-06 5.31395197e-07 6.64027842e-05 6.01677130e-06 1.46105858e-01 3.59269695e-07
gen1751perm105 0.2259019339550548 7.54224238e-02 1.25897785e-02 2.12270173e-03 7.35128228e-04 2.66423144e-01 7.78513974e+00 3.66210822e-03 1.10931273e-01 3.49932641e-03 1.50426031e-01 7.00650457e-02 2.67573407e-02 1.40826963e+00 3.41063245e-03 2.44445097e-02 1.04868319e-01 1.12406075e-01 1.17098089e+00 1.16182528e+01 1.68459098e-06 3.31037983e-06 1.96520832e-08 3.25325132e-05 5.28312558e-01 9.20369779e-08 3.83843297e-07 7.30576916e-07 3.11862845e-07 2.21436377e-05 2.87411280e-08 2.74836846e-08 2.63240842e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.88064095e-07
gen1751perm92 0.2262042474001129 7.54224238e-02 1.30122027e-02 1.69515748e-03 8.34260355e-04 2.57722740e-01 7.78513974e+00 3.59399124e-03 1.10931273e-01 3.49932641e-03 1.51423835e-01 8.77499144e-02 2.51316197e-02 1.36354053e+00 3.23089062e-03 2.18336780e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.22772795e+01 1.65281541e-06 3.31037983e-06 2.28052003e-08 3.32860682e-05 5.28312558e-01 1.10545855e-07 3.90144734e-07 7.40532291e-07 2.88629367e-07 2.19776048e-05 2.79097931e-08 2.12820431e-08 2.81402437e-06 5.31395197e-07 5.98497709e-05 5.99769208e-06 1.43172642e-01 3.55227078e-07
gen1751perm52 0.2271440444110883 7.45341107e-02 1.25897785e-02 2.12270173e-03 7.77390190e-04 2.80807849e-01 7.84699558e+00 3.63263464e-03 1.05930040e-01 3.49932641e-03 1.50426031e-01 7.00650457e-02 2.94018197e-02 1.40826963e+00 3.23089062e-03 2.26390265e-02 1.10487818e-01 1.01844408e-01 1.17098089e+00 1.24237020e+01 1.72132008e-06 3.35508268e-06 1.96520832e-08 3.25325132e-05 5.28312558e-01 9.34142872e-08 3.65952797e-07 7.50020318e-07 3.20859875e-07 2.07985557e-05 3.15253702e-08 2.51339257e-08 2.65547335e-06 5.81910081e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.80809454e-07
gen1751perm103 0.2274298325845960 7.54224238e-02 1.23234769e-02 1.96322957e-03 8.39182399e-04 2.82202012e-01 7.78513974e+00 3.59399124e-03 1.05930040e-01 4.17056364e-03 1.50426031e-01 7.04189618e-02 2.84574121e-02 1.36354053e+00 3.41063245e-03 2.16580039e-02 9.79702402e-02 1.12406075e-01 1.16841389e+00 1.29107258e+01 1.70740900e-06 3.34406097e-06 2.21409933e-08 3.32049806e-05 5.19633534e-01 1.01366488e-07 4.41958342e-07 7.09344875e-07 3.22356912e-07 2.52817812e-05 2.98809132e-08 2.89287882e-08 2.81402437e-06 5.31395197e-07 6.73582974e-05 6.01677130e-06 1.46105858e-01 3.68311170e-07
gen1751perm73 0.2289169927724798 8.06134684e-02 1.29956986e-02 1.67988647e-03 7.77390190e-04 2.93600716e-01 8.55979760e+00 3.59399124e-03 1.12657884e-01 5.33597263e-03 1.50426031e-01 7.40728866e-02 2.75262986e-02 1.40826963e+00 3.23089062e-03 2.36386413e-02 1.03755551e-01 1.12947048e-01 1.17098089e+00 1.16182528e+01 1.70740900e-06 3.45414882e-06 1.91608621e-08 3.25325132e-05 5.28312558e-01 1.01366488e-07 3.55761833e-07 7.40532291e-07 3.05924236e-07 2.01194349e-05 3.32964151e-08 2.73508493e-08 2.53564954e-06 5.31395197e-07 6.80876355e-05 6.01250381e-06 1.46105858e-01 3.94141017e-07
gen1751perm90 0.2290106555110700 7.54224238e-02 1.25897785e-02 1.54127174e-03 8.86993661e-04 2.80807849e-01 7.62524739e+00 3.81062967e-03 1.04228990e-01 3.49932641e-03 1.52165979e-01 8.77499144e-02 3.12724186e-02 1.40826963e+00 3.55951662e-03 2.19340951e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.21325448e+01 1.72132008e-06 3.46237998e-06 1.97954079e-08 3.29777699e-05 5.75259946e-01 1.01366488e-07 3.65952797e-07 7.40532291e-07 3.02411322e-07 2.21863038e-05 2.83970975e-08 2.29375806e-08 2.61682402e-06 5.31395197e-07 6.11422534e-05 5.67431744e-06 1.46105858e-01 3.93840144e-07
gen1751perm38 0.2307068705076178 7.54224238e-02 1.24437419e-02 1.93977162e-03 7.86906653e-04 2.81476163e-01 7.92892981e+00 3.24891224e-03 1.09131502e-01 4.53609867e-03 1.50426031e-01 8.85427046e-02 3.36126331e-02 1.42045607e+00 3.84849998e-03 2.26390265e-02 9.80044059e-02 1.12406075e-01 1.17098089e+00 1.07246349e+01 1.58590762e-06 3.31037983e-06 1.88861392e-08 3.25325132e-05 5.28312558e-01 9.20369779e-08 3.42714229e-07 8.01158361e-07 3.12409319e-07 2.40142825e-05 2.26708970e-08 2.51339257e-08 2.61682402e-06 5.24253277e-07 6.86845249e-05 6.01677130e-06 1.46105858e-01 3.33269799e-07
gen1751perm110 0.2310573271854429 7.45341107e-02 1.25897785e-02 2.12270173e-03 7.77390190e-04 2.80807849e-01 7.84699558e+00 3.63263464e-03 1.12657884e-01 3.31209059e-03 1.56604275e-01 7.76102156e-02 2.75224482e-02 1.52676400e+00 3.42463178e-03 2.03410956e-02 1.04623407e-01 1.12406075e-01 1.17098089e+00 1.24237020e+01 1.41245500e-06 3.30965310e-06 2.11548865e-08 3.25325132e-05 5.28312558e-01 9.34142872e-08 3.65952797e-07 6.92681267e-07 3.26778858e-07 2.32350203e-05 3.15253702e-08 2.89287882e-08 2.85454712e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.80809454e-07
gen1751perm125 0.2311397953352319 7.43344043e-02 1.18450849e-02 1.76198232e-03 8.34260355e-04 3.27533199e-01 7.78513974e+00 3.52725990e-03 1.09531250e-01 2.90111728e-03 1.54007744e-01 6.37048390e-02 2.84574121e-02 1.54052446e+00 3.87517121e-03 2.21852711e-02 1.04868319e-01 1.12947048e-01 1.20240161e+00 1.16182528e+01 1.74322789e-06 3.31037983e-06 1.96868318e-08 3.29777699e-05 5.28312558e-01 8.92712184e-08 3.96642080e-07 6.23982050e-07 3.12409319e-07 2.19776048e-05 2.18210176e-08 2.72475667e-08 2.59835352e-06 5.49267561e-07 6.77127872e-05 6.04598516e-06 1.49306021e-01 3.46205508e-07
gen1751perm101 0.2314371584772927 7.48109686e-02 1.25517245e-02 1.70734175e-03 7.35128228e-04 2.75828022e-01 7.99310859e+00 3.59399124e-03 1.09531250e-01 3.50265692e-03 1.52165979e-01 9.11532288e-02 2.71691829e-02 1.18572474e+00 2.94136801e-03 2.19879409e-02 1.06880984e-01 1.17010643e-01 1.16841389e+00 1.16182528e+01 1.53070671e-06 3.13960139e-06 1.88115466e-08 3.32860682e-05 5.61899172e-01 9.57394934e-08 3.27369300e-07 7.98961146e-07 3.07778266e-07 2.71216203e-05 2.68668114e-08 3.07912464e-08 2.59403163e-06 5.22674200e-07 6.60251229e-05 6.11637923e-06 1.46105858e-01 3.93840144e-07
gen1751perm91 0.2317515322788125 7.48109686e-02 1.23234769e-02 1.70734175e-03 8.34260355e-04 2.80807849e-01 7.78513974e+00 3.59399124e-03 1.12657884e-01 3.49932641e-03 1.56604275e-01 9.11532288e-02 2.94500896e-02 1.40826963e+00 2.94136801e-03 2.37756566e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.11996227e+01 1.72132008e-06 3.31037983e-06 1.98950995e-08 3.25325132e-05 5.28312558e-01 9.57394934e-08 3.65952797e-07 7.17406807e-07 3.22356912e-07 2.00999982e-05 3.22720377e-08 2.71851346e-08 2.69879259e-06 5.31395197e-07 6.96035301e-05 6.01677130e-06 1.46105858e-01 3.93840144e-07
gen1751perm35 0.2318961702775516 7.47206749e-02 1.25897785e-02 1.66027395e-03 8.17606501e-04 2.89409982e-01 8.03268934e+00 3.57516803e-03 1.03950169e-01 3.31508713e-03 1.42422113e-01 7.30395765e-02 2.54108961e-02 1.40826963e+00 3.33328663e-03 2.21852711e-02 1.03755551e-01 1.12947048e-01 1.17098089e+00 1.27707823e+01 1.81955758e-06 3.31037983e-06 1.96520832e-08 3.26533649e-05 5.34858147e-01 9.73789718e-08 3.65952797e-07 7.87636614e-07 3.11862845e-07 2.01194349e-05 2.87411280e-08 2.39790060e-08 2.83653956e-06 5.31395197e-07 6.43135145e-05 6.01677130e-06 1.46105858e-01 3.88064095e-07
gen1751perm76 0.2326258470702142 7.54224238e-02 1.23234769e-02 2.12270173e-03 7.35128228e-04 2.93600716e-01 8.06200982e+00 3.95096706e-03 1.05930040e-01 3.49932641e-03 1.56604275e-01 8.01403881e-02 2.75262986e-02 1.40826963e+00 2.94136801e-03 2.14321357e-02 1.04868319e-01 1.12077080e-01 1.17098089e+00 1.16182528e+01 1.74565810e-06 3.34406097e-06 1.93959941e-08 3.25325132e-05 5.28312558e-01 9.20369779e-08 3.23448054e-07 6.89120229e-07 2.88629367e-07 2.07985557e-05 3.32964151e-08 2.73508493e-08 2.65547335e-06 5.43862726e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.73717765e-07
gen1751perm140 0.2326825159308250 7.54224238e-02 1.14526366e-02 2.12270173e-03 7.35128228e-04 2.93600716e-01 8.06200982e+00 3.59399124e-03 1.09131502e-01 3.49932641e-03 1.52165979e-01 7.40901783e-02 2.94500896e-02 1.39209272e+00 3.41063245e-03 2.27040959e-02 1.04607070e-01 1.12406075e-01 1.17098089e+00 1.22060012e+01 1.77804978e-06 3.35508268e-06 1.96520832e-08 3.52929412e-05 5.28312558e-01 9.20369779e-08 3.50811616e-07 7.30576916e-07 3.11862845e-07 2.07985557e-05 3.07489160e-08 2.73508493e-08 2.65547335e-06 5.49267561e-07 6.64027842e-05 6.58385476e-06 1.46105858e-01 4.05016414e-07
gen1751perm135 0.2329598623421171 7.47206749e-02 1.23234769e-02 1.70734175e-03 8.69078316e-04 2.93600716e-01 7.03685080e+00 3.59399124e-03 1.10931273e-01 3.49932641e-03 1.56604275e-01 7.70871512e-02 2.75262986e-02 1.40826963e+00 3.20000572e-03 2.21852711e-02 1.09425591e-01 1.04377124e-01 1.17098089e+00 1.27487889e+01 1.68009516e-06 3.31037983e-06 1.98950995e-08 3.32706741e-05 5.28312558e-01 1.05153956e-07 3.65952797e-07 7.40532291e-07 2.96937080e-07 2.00999982e-05 2.85168465e-08 2.71851346e-08 2.59403163e-06 4.90842819e-07 6.77127872e-05 6.01677130e-06 1.40689214e-01 3.93840144e-07
gen1751perm56 0.2333628197842869 7.41190313e-02 1.25510028e-02 2.12270173e-03 8.11875278e-04 2.93600716e-01 7.78513974e+00 3.59399124e-03 1.21848607e-01 5.11303188e-03 1.43530608e-01 7.40901783e-02 2.84574121e-02 1.37528135e+00 3.41063245e-03 2.27040959e-02 1.03344994e-01 1.12406075e-01 1.17714176e+00 1.17945802e+01 1.81129758e-06 3.31037983e-06 2.02815142e-08 2.94499027e-05 5.22803057e-01 9.89375299e-08 3.90144734e-07 7.87636614e-07 3.11361870e-07 2.31045252e-05 2.15917055e-08 2.71851346e-08 2.39188120e-06 5.31395197e-07 6.64027842e-05 6.01677130e-06 1.46105858e-01 3.52980800e-07
gen1751perm141 0.2354844449494559 7.47206749e-02 1.12567069e-02 1.55896591e-03 8.34260355e-04 2.93600716e-01 7.84699558e+00 3.59399124e-03 1.10931273e-01 5.11303188e-03 1.54001390e-01 7.76102156e-02 2.84574121e-02 1.40826963e+00 3.23089062e-03 2.18336780e-02 9.65994300e-02 1.12406075e-01 1.16841389e+00 1.17448970e+01 1.72132008e-06 3.41583743e-06 1.95796763e-08 3.29777699e-05 5.28312558e-01 9.89375299e-08 3.72509069e-07 7.40532291e-07 3.19291918e-07 2.19776048e-05 3.15253702e-08 2.89287882e-08 2.53564954e-06 5.31395197e-07 6.15417456e-05 6.01677130e-06 1.46105858e-01 3.93840144e-07
gen1751perm144 0.2356546629753101 7.54224238e-02 1.29956986e-02 1.69515748e-03 8.34260355e-04 3.12121542e-01 7.84699558e+00 3.59399124e-03 1.09597128e-01 4.17698711e-03 1.71308219e-01 7.50617661e-02 2.94500896e-02 1.12359361e+00 3.55136620e-03 2.18336780e-02 1.03755551e-01 1.03928875e-01 1.17098089e+00 1.29757847e+01 1.65857869e-06 3.59417145e-06 2.13708964e-08 3.25325132e-05 5.28312558e-01 1.06195995e-07 3.98970921e-07 7.40532291e-07 3.00435142e-07 2.19776048e-05 2.72280110e-08 2.29375806e-08 2.61682402e-06 5.31395197e-07 6.57866781e-05 6.01677130e-06 1.46105858e-01 4.19438362e-07
gen1751perm80 0.2358024389497236 7.56186922e-02 1.25897785e-02 1.66027395e-03 7.35128228e-04 2.71451962e-01 7.78513974e+00 3.57516803e-03 1.12657884e-01 3.87190438e-03 1.71434072e-01 7.36306620e-02 2.67573407e-02 1.37528135e+00 3.41063245e-03 2.26390265e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.14470723e+01 1.68459098e-06 3.31037983e-06 2.02815142e-08 3.25325132e-05 5.28312558e-01 1.01366488e-07 3.90144734e-07 7.30576916e-07 2.85375878e-07 2.33996188e-05 2.87411280e-08 2.71851346e-08 2.92159420e-06 5.31395197e-07 6.85330536e-05 6.01677130e-06 1.46105858e-01 3.88064095e-07
gen1751perm10 0.2367640889783533 7.33948855e-02 1.26018027e-02 1.64519611e-03 8.76689134e-04 3.00207708e-01 7.78513974e+00 3.52725990e-03 1.06069005e-01 3.11769451e-03 1.51986249e-01 7.40387184e-02 2.63440545e-02 1.18459264e+00 3.58287025e-03 2.31723641e-02 1.08127275e-01 1.12947048e-01 1.17098089e+00 1.07835448e+01 1.81129758e-06 3.35508268e-06 1.80528301e-08 3.32049806e-05 5.28312558e-01 9.36476490e-08 3.55761833e-07 6.89120229e-07 3.05345099e-07 2.34660720e-05 2.24424088e-08 2.73508493e-08 2.90121805e-06 5.49267561e-07 6.64027842e-05 5.95958166e-06 1.42391383e-01 4.20049022e-07
gen1751perm78 0.2389622716946196 7.54224238e-02 1.23234769e-02 1.56741527e-03 7.86906653e-04 2.83789265e-01 8.06200982e+00 3.59399124e-03 1.05930040e-01 2.90111728e-03 1.50426031e-01 7.15229834e-02 3.13810711e-02 1.30327179e+00 3.58287025e-03 2.26390265e-02 1.08127275e-01 1.12947048e-01 1.17098089e+00 1.07835448e+01 1.58629074e-06 3.34406097e-06 1.94654028e-08 3.25325132e-05 5.28312558e-01 9.66063472e-08 3.63595351e-07 6.92681267e-07 3.12409319e-07 2.43103913e-05 3.46475205e-08 2.90604662e-08 2.78066785e-06 5.38212162e-07 6.06770119e-05 6.01677130e-06 1.46105858e-01 3.57188963e-07
gen1751perm6 0.2395829147552157 7.54224238e-02 1.17078538e-02 1.70734175e-03 8.60854679e-04 2.82949194e-01 7.88355267e+00 3.59399124e-03 1.16291472e-01 3.49932641e-03 1.56604275e-01 8.77499144e-02 2.75262986e-02 1.36354053e+00 3.84849998e-03 2.26390265e-02 1.02580734e-01 1.07472399e-01 1.17098089e+00 1.16182528e+01 1.46625761e-06 3.35508268e-06 2.21903988e-08 3.32860682e-05 5.28312558e-01 1.01366488e-07 3.65952797e-07 7.40532291e-07 3.44066363e-07 2.01194349e-05 2.69789014e-08 2.30604738e-08 2.52039592e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.40537047e-01 3.90445238e-07
gen1751perm17 0.2402337616875884 7.48109686e-02 1.16273833e-02 1.97978200e-03 7.35128228e-04 2.93600716e-01 7.78513974e+00 3.63263464e-03 1.06069005e-01 3.17216647e-03 1.52814854e-01 7.49997451e-02 2.71691829e-02 1.40826963e+00 3.25485551e-03 2.31723641e-02 1.06880984e-01 1.17010643e-01 1.17098089e+00 1.14470723e+01 1.46625761e-06 3.47045280e-06 1.80528301e-08 3.33533701e-05 5.28312558e-01 1.11733838e-07 3.51916657e-07 6.82109042e-07 2.68434754e-07 2.71216203e-05 2.63124295e-08 3.10494579e-08 2.59403163e-06 5.09591527e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.93840144e-07
gen1751perm115 0.2404013125347198 7.17787163e-02 1.23234769e-02 2.26788567e-03 8.11875278e-04 2.80807849e-01 7.84699558e+00 3.37674533e-03 1.07261037e-01 3.49932641e-03 1.55125358e-01 7.36306620e-02 2.90511913e-02 1.40826963e+00 3.41063245e-03 2.17259079e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.08230993e+01 1.72132008e-06 3.31037983e-06 2.06972282e-08 3.27197230e-05 5.28312558e-01 1.01366488e-07 3.65952797e-07 7.87636614e-07 3.11361870e-07 2.19776048e-05 2.21845002e-08 2.51339257e-08 2.92159420e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 4.05562916e-07
gen1751perm70 0.2432830784777771 7.92705242e-02 1.17018419e-02 1.95946681e-03 7.38176267e-04 2.89409982e-01 7.84699558e+00 3.59399124e-03 1.09531250e-01 5.06447526e-03 1.52165979e-01 7.15229834e-02 2.28769961e-02 1.52115971e+00 3.23089062e-03 2.21852711e-02 1.00157172e-01 1.12406075e-01 1.17098089e+00 1.23116572e+01 1.68459098e-06 3.67292129e-06 1.84571117e-08 3.43560419e-05 5.28312558e-01 9.52230373e-08 3.65952797e-07 6.72702459e-07 2.96937080e-07 2.01194349e-05 2.92252816e-08 2.65523050e-08 2.64235561e-06 5.31395197e-07 6.77127872e-05 6.11637923e-06 1.46105858e-01 3.93840144e-07
gen1751perm111 0.2434764606892564 7.54224238e-02 1.23234769e-02 1.56741527e-03 8.34260355e-04 3.40846479e-01 7.78513974e+00 3.59399124e-03 1.09531250e-01 3.22020954e-03 1.54432845e-01 7.40901783e-02 2.68540808e-02 1.59513430e+00 2.79138069e-03 2.26390265e-02 1.03187069e-01 1.12406075e-01 1.17098089e+00 1.30219551e+01 1.62404340e-06 3.17332120e-06 1.90483561e-08 3.29777699e-05 5.28312558e-01 1.00479772e-07 4.41958342e-07 7.30576916e-07 3.22356912e-07 2.10119223e-05 2.46179500e-08 2.65523050e-08 2.39188120e-06 5.46259883e-07 6.13532177e-05 6.01677130e-06 1.46105858e-01 3.80954883e-07
gen1751perm81 0.2437860760936310 7.54224238e-02 1.25897785e-02 1.63551650e-03 7.78343577e-04 2.80807849e-01 8.07340771e+00 3.52725990e-03 1.08348615e-01 5.31810942e-03 1.50426031e-01 7.72820559e-02 2.96704148e-02 1.40826963e+00 3.23089062e-03 2.25213109e-02 9.99523086e-02 1.01643146e-01 1.22514596e+00 1.16182528e+01 1.88160971e-06 3.35508268e-06 1.96868318e-08 3.25325132e-05 5.28312558e-01 9.69384236e-08 3.74404566e-07 6.92681267e-07 3.05718964e-07 2.52817812e-05 2.87411280e-08 2.89287882e-08 2.69875776e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.83563078e-07
gen1751perm33 0.2441354992887531 7.54224238e-02 1.41282481e-02 2.07981664e-03 8.34260355e-04 2.74991588e-01 7.81188789e+00 3.59399124e-03 1.07190991e-01 4.51270101e-03 1.52814854e-01 7.49997451e-02 2.48353911e-02 1.18459264e+00 3.15239283e-03 2.43625848e-02 1.06880984e-01 1.12406075e-01 1.16841389e+00 1.30513642e+01 1.58590762e-06 3.35508268e-06 1.85039105e-08 3.37725125e-05 5.28312558e-01 1.11196351e-07 3.73036354e-07 6.82109042e-07 3.05924236e-07 2.29862802e-05 2.24424088e-08 2.29375806e-08 2.53564954e-06 5.49267561e-07 6.65355434e-05 5.66639545e-06 1.52424193e-01 3.93840144e-07
gen1751perm97 0.2443056310126726 7.54224238e-02 1.30122027e-02 1.47875994e-03 8.06822781e-04 2.80807849e-01 7.84699558e+00 3.59399124e-03 1.06415234e-01 3.94313696e-03 1.52165979e-01 8.77499144e-02 3.10218942e-02 1.40022177e+00 3.23089062e-03 2.19340951e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.16182528e+01 1.72132008e-06 3.31037983e-06 1.92448038e-08 3.26533649e-05 5.28312558e-01 1.01366488e-07 3.65952797e-07 7.01800676e-07 3.22356912e-07 2.01194349e-05 2.86139369e-08 2.29375806e-08 2.48237466e-06 5.52210603e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.93840144e-07
gen1751perm58 0.2468878596142588 7.54224238e-02 1.25517245e-02 2.12270173e-03 8.39182399e-04 2.93600716e-01 7.78513974e+00 3.59399124e-03 1.05930040e-01 4.53609867e-03 1.50426031e-01 7.72820559e-02 3.06559053e-02 1.40826963e+00 2.87386618e-03 2.25629743e-02 1.03344994e-01 1.12406075e-01 1.16841389e+00 1.27246405e+01 1.68459098e-06 3.34406097e-06 1.96868318e-08 3.43560419e-05 5.28312558e-01 9.76756664e-08 3.42714229e-07 6.59741113e-07 3.10072617e-07 2.64924940e-05 2.87411280e-08 2.73508493e-08 2.81402437e-06 4.84172435e-07 6.86845249e-05 6.01677130e-06 1.46105858e-01 3.64002802e-07
